Name of Song,Group,Gender,Duration (MS),Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Popularity
Dazzling Girl,SHINee,M,209907.0,11.0,1.0,4.0,0.0641,0.646,0.904,0.0,0.958,-4.148,0.0574,0.51,129.954,22.0
Real (SHINee WORLD 3 Version),SHINee,M,217427.0,9.0,0.0,4.0,0.0253,0.588,0.965,0.0,0.936,-4.454,0.111,0.302,126.913,19.0
3 2 1 (Korean Version),SHINee,M,239333.0,3.0,1.0,4.0,0.0222,0.58,0.891,0.0,0.957,-4.251,0.118,0.513,147.89,22.0
Destination,SHINee,M,225040.0,7.0,1.0,4.0,0.0046,0.661,0.872,0.0,0.863,-4.394,0.133,0.278,92.018,19.0
다이너마이트 Dynamite,SHINee,M,219587.0,1.0,1.0,4.0,0.154,0.799,0.86,0.0,0.467,-4.067,0.101,0.465,125.012,21.0
아.미.고 Amigo (SHINee WORLD 1 Version),SHINee,M,213213.0,2.0,1.0,4.0,0.00216,0.648,0.983,0.0,0.716,-4.182,0.138,0.197,116.972,21.0
Hardly Breathing,SHINee,M,65413.0,1.0,1.0,4.0,0.000363,0.349,0.892,0.000463,0.92,-7.677,0.292,0.221,139.72,17.0
Everybody,SHINee,M,257667.0,8.0,1.0,4.0,0.00375,0.575,0.915,0.0,0.877,-4.165,0.0608,0.457,125.99,28.0
셜록 Sherlock (Clue + Note),SHINee,M,245187.0,1.0,1.0,4.0,0.00628,0.603,0.918,0.0,0.832,-4.271,0.0989,0.231,107.022,26.0
Why So Serious?,SHINee,M,219973.0,6.0,1.0,4.0,0.0259,0.62,0.951,0.0,0.795,-3.231,0.106,0.357,110.039,30.0
Colorful,SHINee,M,246947.0,11.0,0.0,4.0,0.0196,0.632,0.981,0.0,0.932,-3.838,0.113,0.291,122.042,23.0
초록비 Green Rain,SHINee,M,224098.0,4.0,1.0,4.0,0.0927,0.618,0.775,0.0,0.13,-3.931,0.0342,0.436,114.016,29.0
3 2 1 (Korean Version) [Studio Version],SHINee,M,211961.0,0.0,0.0,4.0,0.0138,0.676,0.837,0.0,0.431,-4.006,0.0523,0.859,148.001,22.0
Downtown Baby,SHINee,M,235347.0,9.0,0.0,4.0,0.0165,0.57,0.962,0.0,0.35,-2.098,0.114,0.727,130.928,27.0
LUCKY STAR,SHINee,M,203053.0,8.0,1.0,4.0,0.0515,0.709,0.943,0.0,0.12,-2.564,0.0702,0.963,119.977,28.0
Everybody - Japanese ver.,SHINee,M,249773.0,0.0,0.0,4.0,0.00588,0.636,0.907,0.0,0.133,-3.514,0.0743,0.724,125.97,39.0
Picasso,SHINee,M,231293.0,0.0,1.0,4.0,0.00783,0.545,0.942,0.0,0.0911,-1.806,0.119,0.472,128.03,28.0
3 2 1,SHINee,M,213387.0,0.0,0.0,4.0,0.00392,0.603,0.91,0.0,0.266,-2.604,0.0444,0.89,148.026,26.0
365,SHINee,M,191040.0,1.0,0.0,4.0,0.139,0.559,0.91,0.0,0.329,-3.176,0.131,0.876,95.977,22.0
Sunny Day Hero,SHINee,M,202507.0,9.0,1.0,4.0,0.0551,0.676,0.902,0.0,0.256,-3.59,0.0448,0.708,125.97,22.0
Perfect 10,SHINee,M,164080.0,11.0,0.0,4.0,0.0628,0.891,0.784,5.23e-05,0.0939,-3.899,0.208,0.875,127.009,19.0
Bounce,SHINee,M,204853.0,7.0,1.0,4.0,0.0944,0.833,0.875,0.0,0.0749,-2.161,0.128,0.85,110.064,18.0
Dream Girl - Japanese ver.,SHINee,M,181507.0,0.0,1.0,4.0,0.157,0.747,0.914,0.0,0.258,-2.753,0.0838,0.793,124.032,22.0
Colors of the season,SHINee,M,269520.0,4.0,1.0,4.0,0.567,0.525,0.726,0.0,0.3,-4.456,0.0317,0.391,127.994,30.0
Boys Meet U,SHINee,M,167347.0,11.0,0.0,4.0,0.138,0.806,0.746,0.0,0.206,-2.585,0.0603,0.965,117.967,26.0
Downtown Baby,SHINee,M,235347.0,9.0,0.0,4.0,0.0165,0.57,0.962,0.0,0.35,-2.098,0.114,0.727,130.928,19.0
LUCKY STAR,SHINee,M,203053.0,8.0,1.0,4.0,0.0515,0.709,0.943,0.0,0.12,-2.564,0.0702,0.963,119.977,19.0
Everybody - Japanese ver.,SHINee,M,249773.0,0.0,0.0,4.0,0.00588,0.636,0.907,0.0,0.133,-3.514,0.0743,0.724,125.97,27.0
Picasso,SHINee,M,231293.0,0.0,1.0,4.0,0.00783,0.545,0.942,0.0,0.0911,-1.806,0.119,0.472,128.03,21.0
3 2 1,SHINee,M,213387.0,0.0,0.0,4.0,0.00392,0.603,0.91,0.0,0.266,-2.604,0.0444,0.89,148.026,20.0
365,SHINee,M,191040.0,1.0,0.0,4.0,0.139,0.559,0.91,0.0,0.329,-3.176,0.131,0.876,95.977,15.0
Sunny Day Hero,SHINee,M,202507.0,9.0,1.0,4.0,0.0551,0.676,0.902,0.0,0.256,-3.59,0.0448,0.708,125.97,15.0
Perfect 10,SHINee,M,164080.0,11.0,0.0,4.0,0.0628,0.891,0.784,5.23e-05,0.0939,-3.899,0.208,0.875,127.009,14.0
Bounce,SHINee,M,204853.0,7.0,1.0,4.0,0.0944,0.833,0.875,0.0,0.0749,-2.161,0.128,0.85,110.064,14.0
Dream Girl - Japanese ver.,SHINee,M,181507.0,0.0,1.0,4.0,0.157,0.747,0.914,0.0,0.258,-2.753,0.0838,0.793,124.032,13.0
Colors of the season,SHINee,M,269520.0,4.0,1.0,4.0,0.567,0.525,0.726,0.0,0.3,-4.456,0.0317,0.391,127.994,20.0
Boys Meet U,SHINee,M,167347.0,11.0,0.0,4.0,0.138,0.806,0.746,0.0,0.206,-2.585,0.0603,0.965,117.967,16.0
Downtown Baby,SHINee,M,235347.0,9.0,0.0,4.0,0.0165,0.57,0.962,0.0,0.35,-2.098,0.114,0.727,130.928,1.0
LUCKY STAR,SHINee,M,203053.0,8.0,1.0,4.0,0.0515,0.709,0.943,0.0,0.12,-2.564,0.0702,0.963,119.977,1.0
Everybody - Japanese ver.,SHINee,M,249773.0,0.0,0.0,4.0,0.00588,0.636,0.907,0.0,0.133,-3.514,0.0743,0.724,125.97,0.0
Picasso,SHINee,M,231293.0,0.0,1.0,4.0,0.00783,0.545,0.942,0.0,0.0911,-1.806,0.119,0.472,128.03,1.0
3 2 1,SHINee,M,213387.0,0.0,0.0,4.0,0.00392,0.603,0.91,0.0,0.266,-2.604,0.0444,0.89,148.026,1.0
365,SHINee,M,191040.0,1.0,0.0,4.0,0.139,0.559,0.91,0.0,0.329,-3.176,0.131,0.876,95.977,0.0
Sunny Day Hero,SHINee,M,202507.0,9.0,1.0,4.0,0.0551,0.676,0.902,0.0,0.256,-3.59,0.0448,0.708,125.97,0.0
Perfect 10,SHINee,M,164080.0,11.0,0.0,4.0,0.0628,0.891,0.784,5.23e-05,0.0939,-3.899,0.208,0.875,127.009,0.0
Bounce,SHINee,M,204853.0,7.0,1.0,4.0,0.0944,0.833,0.875,0.0,0.0749,-2.161,0.128,0.85,110.064,0.0
Dream Girl - Japanese ver.,SHINee,M,181507.0,0.0,1.0,4.0,0.157,0.747,0.914,0.0,0.258,-2.753,0.0838,0.793,124.032,0.0
Colors of the season,SHINee,M,269520.0,4.0,1.0,4.0,0.567,0.525,0.726,0.0,0.3,-4.456,0.0317,0.391,127.994,1.0
Boys Meet U,SHINee,M,167347.0,11.0,0.0,4.0,0.138,0.806,0.746,0.0,0.206,-2.585,0.0603,0.965,117.967,0.0
Everybody,SHINee,M,249292.0,8.0,1.0,4.0,0.0065,0.633,0.92,0.0,0.135,-3.045,0.0685,0.732,126.027,45.0
상사병 (Symptoms),SHINee,M,229676.0,0.0,0.0,4.0,0.261,0.595,0.854,0.0,0.111,-2.971,0.0773,0.543,119.796,41.0
빗 속 뉴욕 (Queen of New York),SHINee,M,199113.0,9.0,1.0,4.0,0.131,0.758,0.935,0.0,0.453,-2.894,0.095,0.768,118.003,28.0
1분만 (One Minute Back),SHINee,M,223088.0,1.0,1.0,4.0,0.0648,0.469,0.819,0.0,0.0601,-3.712,0.163,0.655,96.927,29.0
Destination,SHINee,M,220813.0,7.0,1.0,4.0,0.0119,0.706,0.886,0.0,0.186,-2.8,0.203,0.571,92.035,27.0
닫아줘 (Close the Door),SHINee,M,241559.0,6.0,0.0,3.0,0.178,0.497,0.609,6.67e-05,0.301,-5.243,0.0511,0.528,188.987,30.0
Colorful,SHINee,M,247395.0,11.0,0.0,4.0,0.0413,0.655,0.983,0.0,0.32,-2.588,0.134,0.702,122.019,35.0
Spoiler,SHINee,M,211560.0,9.0,0.0,4.0,0.018,0.612,0.819,0.0,0.346,-3.437,0.142,0.427,104.923,26.0
Dream Girl,SHINee,M,180165.0,11.0,0.0,4.0,0.0429,0.724,0.939,0.0,0.304,-0.698,0.0736,0.732,124.063,33.0
Hitchhiking,SHINee,M,247997.0,10.0,0.0,4.0,0.0034,0.619,0.946,0.000331,0.45,-1.851,0.0698,0.763,108.986,28.0
Punch Drunk Love,SHINee,M,219842.0,1.0,1.0,4.0,0.225,0.843,0.795,0.0,0.528,-2.508,0.0653,0.744,104.978,24.0
"Girls, Girls, Girls",SHINee,M,166545.0,2.0,1.0,4.0,0.0445,0.689,0.899,0.0,0.0514,-2.529,0.185,0.917,172.111,24.0
Aside,SHINee,M,224493.0,1.0,1.0,4.0,0.152,0.71,0.882,0.0,0.183,-2.623,0.0573,0.642,100.007,27.0
Beautiful,SHINee,M,198509.0,7.0,1.0,4.0,0.0423,0.592,0.861,0.0,0.329,-3.241,0.0357,0.274,125.033,26.0
Dynamite,SHINee,M,219084.0,1.0,1.0,4.0,0.0387,0.727,0.743,0.0,0.382,-1.541,0.0722,0.611,125.004,28.0
Runaway,SHINee,M,190142.0,0.0,1.0,4.0,0.101,0.794,0.909,0.0,0.1,-1.905,0.0677,0.858,126.018,24.0
Selene 6.23,SHINee,M,249214.0,3.0,1.0,4.0,0.499,0.437,0.667,0.0,0.111,-4.503,0.0354,0.215,147.704,35.0
Nightmare,SHINee,M,216960.0,8.0,1.0,4.0,0.0079,0.706,0.86,0.0,0.203,-3.225,0.107,0.64,119.949,25.0
Why So Serious?,SHINee,M,219600.0,6.0,1.0,4.0,0.111,0.654,0.965,0.0,0.169,-1.467,0.0663,0.641,110.03,27.0
SHINe (MedusaⅠ),SHINee,M,228716.0,5.0,0.0,4.0,0.142,0.721,0.852,0.0,0.301,-1.463,0.0459,0.485,100.977,23.0
Orgel,SHINee,M,205846.0,9.0,0.0,4.0,0.484,0.758,0.628,2.31e-06,0.0855,-6.48,0.0299,0.672,104.987,26.0
Dangerous (Medusa Ⅱ),SHINee,M,211718.0,11.0,0.0,4.0,0.00971,0.718,0.783,0.0,0.59,-3.247,0.0813,0.682,117.951,24.0
Like A Fire,SHINee,M,222306.0,1.0,1.0,4.0,0.0821,0.743,0.778,0.0,0.0462,-3.255,0.0446,0.951,122.015,27.0
Excuse Me Miss,SHINee,M,222031.0,7.0,1.0,4.0,0.0361,0.815,0.619,0.0,0.323,-3.743,0.186,0.815,92.957,27.0
Evil,SHINee,M,207034.0,10.0,0.0,4.0,0.14,0.828,0.861,0.0,0.101,-3.598,0.0997,0.646,124.957,29.0
Sleepless Night,SHINee,M,280522.0,7.0,1.0,4.0,0.822,0.492,0.378,0.0,0.123,-7.748,0.031,0.39,131.809,28.0
Better Off,SHINee,M,239353.0,9.0,0.0,4.0,0.0153,0.632,0.803,0.0,0.161,-6.666,0.121,0.359,84.963,26.0
Password,SHINee,M,293093.0,2.0,1.0,4.0,0.113,0.599,0.91,1.64e-06,0.115,-4.255,0.0589,0.319,98.011,22.0
Breaking News,SHINee,M,218053.0,3.0,0.0,4.0,0.00841,0.624,0.963,0.0,0.0916,-2.999,0.121,0.621,123.999,25.0
Dazzling Girl,SHINee,M,212347.0,11.0,1.0,4.0,0.0983,0.688,0.914,0.0,0.702,-2.798,0.0371,0.776,129.996,26.0
1000年、ずっとそばにいて...,SHINee,M,253960.0,1.0,0.0,4.0,0.0681,0.6,0.887,0.0,0.317,-3.445,0.0468,0.51,109.988,24.0
Run With Me,SHINee,M,193507.0,11.0,0.0,4.0,0.147,0.636,0.895,0.0,0.266,-3.14,0.0304,0.646,108.005,24.0
Kiss Yo,SHINee,M,255187.0,9.0,1.0,4.0,0.0281,0.554,0.986,0.0,0.076,-2.773,0.153,0.598,160.092,20.0
君がいる世界,SHINee,M,202733.0,1.0,1.0,4.0,0.254,0.444,0.688,0.0,0.0778,-4.176,0.039,0.63,173.978,25.0
Keeping love again,SHINee,M,235973.0,1.0,1.0,4.0,0.354,0.679,0.862,0.0,0.0609,-3.41,0.0314,0.549,97.994,26.0
BURNING UP!,SHINee,M,215493.0,7.0,0.0,4.0,0.0747,0.725,0.886,0.0,0.425,-3.041,0.0786,0.744,120.044,20.0
Sherlock - Japanese ver.,SHINee,M,240693.0,5.0,0.0,4.0,0.0311,0.664,0.936,0.0,0.331,-2.371,0.0852,0.379,107.013,21.0
Fire,SHINee,M,212013.0,8.0,1.0,4.0,0.22,0.459,0.851,0.0,0.186,-3.688,0.044,0.629,168.007,24.0
I'm with you,SHINee,M,244880.0,0.0,1.0,3.0,0.537,0.379,0.573,0.0,0.09,-6.011,0.0315,0.343,204.281,28.0
Password,SHINee,M,291627.0,2.0,1.0,4.0,0.113,0.599,0.91,1.64e-06,0.119,-4.255,0.0589,0.319,98.011,17.0
Breaking News,SHINee,M,218053.0,3.0,0.0,4.0,0.00841,0.624,0.963,0.0,0.0916,-2.999,0.121,0.621,123.999,16.0
Dazzling Girl,SHINee,M,210627.0,11.0,1.0,4.0,0.0983,0.688,0.914,0.0,0.703,-2.798,0.0371,0.776,129.996,18.0
1000年、ずっとそばにいて...,SHINee,M,253960.0,1.0,0.0,4.0,0.0681,0.6,0.887,0.0,0.317,-3.445,0.0468,0.51,109.988,19.0
Run With Me,SHINee,M,191547.0,11.0,0.0,4.0,0.147,0.636,0.895,0.0,0.244,-3.14,0.0304,0.646,108.0,17.0
Kiss Yo,SHINee,M,251533.0,9.0,1.0,4.0,0.0281,0.554,0.986,0.0,0.0835,-2.773,0.153,0.598,160.086,13.0
君がいる世界,SHINee,M,200080.0,1.0,1.0,4.0,0.254,0.444,0.688,0.0,0.0792,-4.176,0.039,0.63,173.978,20.0
Keeping love again,SHINee,M,233093.0,1.0,1.0,4.0,0.354,0.679,0.862,0.0,0.131,-3.41,0.0314,0.549,97.993,21.0
BURNING UP!,SHINee,M,215493.0,7.0,0.0,4.0,0.0747,0.725,0.886,0.0,0.425,-3.041,0.0786,0.744,120.044,13.0
Sherlock - Japanese ver.,SHINee,M,236853.0,5.0,0.0,4.0,0.0315,0.663,0.939,0.0,0.606,-2.371,0.0862,0.354,107.013,11.0
Fire,SHINee,M,212013.0,8.0,1.0,4.0,0.22,0.459,0.851,0.0,0.186,-3.688,0.044,0.629,168.007,17.0
I'm with you,SHINee,M,244880.0,0.0,1.0,3.0,0.537,0.379,0.573,0.0,0.09,-6.011,0.0315,0.343,204.281,22.0
Nightmare,SHINee,M,216960.0,8.0,1.0,4.0,0.0079,0.706,0.86,0.0,0.203,-3.225,0.107,0.64,119.949,30.0
Why So Serious?,SHINee,M,219600.0,6.0,1.0,4.0,0.111,0.654,0.965,0.0,0.169,-1.467,0.0663,0.641,110.03,42.0
SHINe (Medusa I),SHINee,M,228716.0,5.0,0.0,4.0,0.142,0.721,0.852,0.0,0.301,-1.463,0.0459,0.485,100.977,28.0
Orgel,SHINee,M,205846.0,9.0,0.0,4.0,0.484,0.758,0.628,2.31e-06,0.0855,-6.48,0.0299,0.672,104.987,31.0
Dangerous (Medusa II),SHINee,M,211718.0,11.0,0.0,4.0,0.00971,0.718,0.783,0.0,0.59,-3.247,0.0813,0.682,117.951,28.0
Like A Fire,SHINee,M,222306.0,1.0,1.0,4.0,0.0821,0.743,0.778,0.0,0.0462,-3.255,0.0446,0.951,122.015,31.0
Excuse Me Miss,SHINee,M,222031.0,7.0,1.0,4.0,0.0361,0.815,0.619,0.0,0.323,-3.743,0.186,0.815,92.957,34.0
Evil,SHINee,M,207034.0,10.0,0.0,4.0,0.14,0.828,0.861,0.0,0.101,-3.598,0.0997,0.646,124.957,32.0
Sleepless Night,SHINee,M,280522.0,7.0,1.0,4.0,0.822,0.492,0.378,0.0,0.123,-7.748,0.031,0.39,131.809,30.0
Spoiler,SHINee,M,211560.0,9.0,0.0,4.0,0.018,0.612,0.819,0.0,0.346,-3.437,0.142,0.427,104.923,31.0
Dream Girl,SHINee,M,180165.0,11.0,0.0,4.0,0.0429,0.724,0.939,0.0,0.304,-0.698,0.0736,0.732,124.063,44.0
히치하이킹 (Hitchhiking),SHINee,M,247997.0,10.0,0.0,4.0,0.0034,0.619,0.946,0.000331,0.45,-1.851,0.0698,0.763,108.986,30.0
Punch Drunk Love,SHINee,M,219842.0,1.0,1.0,4.0,0.225,0.843,0.795,0.0,0.528,-2.508,0.0653,0.744,104.978,27.0
"Girls, Girls, Girls",SHINee,M,166545.0,2.0,1.0,4.0,0.0445,0.689,0.899,0.0,0.0514,-2.529,0.185,0.917,172.111,28.0
방백 (Aside),SHINee,M,224493.0,1.0,1.0,4.0,0.152,0.71,0.882,0.0,0.183,-2.623,0.0573,0.642,100.007,31.0
아름다워 (Beautiful),SHINee,M,198509.0,7.0,1.0,4.0,0.0423,0.592,0.861,0.0,0.329,-3.241,0.0357,0.274,125.033,30.0
다이너마이트 (Dynamite),SHINee,M,219084.0,1.0,1.0,4.0,0.0387,0.727,0.743,0.0,0.382,-1.541,0.0722,0.611,125.004,29.0
Runaway,SHINee,M,190142.0,0.0,1.0,4.0,0.101,0.794,0.909,0.0,0.1,-1.905,0.0677,0.858,126.018,27.0
Sherlock (Clue + Note),SHINee,M,239187.0,1.0,1.0,4.0,0.0069,0.64,0.937,0.0,0.393,-2.112,0.0839,0.316,107.013,55.0
Clue,SHINee,M,218973.0,1.0,1.0,4.0,0.00268,0.687,0.921,1.54e-06,0.265,-2.133,0.0501,0.3,107.045,31.0
Note,SHINee,M,167533.0,5.0,0.0,4.0,0.0559,0.578,0.948,0.0,0.232,-2.061,0.152,0.601,107.191,29.0
Alarm Clock,SHINee,M,241347.0,5.0,0.0,4.0,0.0484,0.655,0.881,2.5e-06,0.0632,-4.075,0.0602,0.731,94.005,32.0
The Reason,SHINee,M,256581.0,11.0,1.0,4.0,0.14,0.527,0.715,0.0,0.0845,-5.82,0.0369,0.355,132.964,34.0
Stranger (Korean Version),SHINee,M,195213.0,9.0,0.0,4.0,0.0367,0.802,0.788,0.0,0.246,-3.787,0.066,0.742,127.943,36.0
Honesty,SHINee,M,231453.0,4.0,1.0,4.0,0.66,0.794,0.345,0.0,0.155,-8.013,0.0341,0.59,116.091,34.0
#,LOONA,F,66200.0,1.0,1.0,4.0,0.0345,0.722,0.652,0.766,0.08,-6.699,0.0354,0.337,125.015,54.0
So What,LOONA,F,198040.0,11.0,1.0,4.0,0.0801,0.608,0.947,9.38e-06,0.231,-2.437,0.244,0.511,125.082,70.0
Number 1,LOONA,F,202947.0,11.0,1.0,4.0,0.0844,0.689,0.945,0.0,0.412,-3.346,0.0454,0.774,103.982,55.0
Oh (Yes I Am),LOONA,F,195787.0,6.0,1.0,4.0,0.143,0.789,0.814,3.92e-06,0.229,-3.487,0.0635,0.84,119.974,58.0
Ding Ding Dong,LOONA,F,178773.0,7.0,0.0,4.0,0.153,0.748,0.95,1.27e-05,0.313,-2.687,0.0812,0.814,111.966,54.0
365,LOONA,F,221933.0,9.0,1.0,5.0,0.635,0.468,0.415,0.0,0.147,-5.522,0.0387,0.204,84.155,48.0
365,LOONA,F,221920.0,9.0,1.0,4.0,0.643,0.372,0.412,0.0,0.137,-5.525,0.0408,0.192,75.201,55.0
X X,LOONA,F,48659.0,9.0,1.0,4.0,0.0851,0.655,0.666,0.891,0.0834,-5.056,0.0731,0.447,87.63,45.0
Butterfly,LOONA,F,237756.0,7.0,0.0,4.0,0.0427,0.582,0.866,0.00014,0.126,-4.139,0.0414,0.351,107.021,65.0
Satellite,LOONA,F,189557.0,11.0,0.0,4.0,0.328,0.793,0.859,0.0,0.606,-2.43,0.0577,0.648,119.985,54.0
Curiosity,LOONA,F,189003.0,7.0,1.0,4.0,0.0234,0.664,0.88,0.0,0.354,-4.895,0.0753,0.336,104.964,49.0
Colors,LOONA,F,195352.0,7.0,0.0,4.0,0.272,0.784,0.882,0.000801,0.0919,-3.366,0.0415,0.683,109.952,53.0
Where you at,LOONA,F,207437.0,0.0,0.0,4.0,0.461,0.609,0.792,0.0,0.0855,-3.912,0.0703,0.632,100.046,50.0
+ +,LOONA,F,58392.0,1.0,0.0,4.0,0.561,0.779,0.463,0.00317,0.107,-10.076,0.041,0.816,110.177,43.0
Hi High,LOONA,F,196864.0,9.0,0.0,4.0,0.0363,0.67,0.916,5.35e-06,0.221,-2.261,0.0731,0.532,97.004,61.0
favOriTe,LOONA,F,194254.0,4.0,0.0,4.0,0.00801,0.589,0.942,0.0,0.405,-1.494,0.0566,0.555,98.981,48.0
열기,LOONA,F,210125.0,6.0,0.0,4.0,0.28,0.67,0.813,0.0,0.102,-4.528,0.0609,0.662,94.944,53.0
Perfect Love,LOONA,F,222277.0,1.0,1.0,4.0,0.00483,0.732,0.929,0.0,0.268,-2.883,0.0578,0.862,132.99,49.0
Stylish,LOONA,F,209112.0,9.0,1.0,4.0,0.241,0.554,0.694,0.0,0.085,-3.673,0.0386,0.814,160.151,53.0
favOriTe,LOONA,F,194254.0,4.0,0.0,4.0,0.00825,0.582,0.941,0.0,0.404,-1.494,0.0682,0.56,99.04,53.0
Egoist (Olivia Hye) (Feat. JinSoul),LOONA,F,247382.0,3.0,0.0,4.0,0.0208,0.532,0.859,0.0,0.339,-3.562,0.0479,0.391,92.007,56.0
"Rosy (Go Won, Olivia Hye) (Feat. HeeJin)",LOONA,F,194996.0,10.0,0.0,4.0,0.247,0.829,0.7,0.0,0.0795,-5.162,0.0567,0.797,121.967,48.0
One & Only (Go Won),LOONA,F,175828.0,7.0,1.0,4.0,0.0954,0.758,0.908,0.0,0.325,-3.85,0.0574,0.727,109.999,51.0
"See Saw (Chuu, Go Won) (Feat. Kim Lip)",LOONA,F,201221.0,5.0,0.0,4.0,0.395,0.781,0.71,1.64e-06,0.0815,-3.842,0.0287,0.702,101.974,48.0
Heart Attack (츄),LOONA,F,194941.0,7.0,1.0,4.0,0.0534,0.66,0.856,0.0,0.587,-3.461,0.0576,0.745,99.011,60.0
"Girl's Talk (이브, 츄)",LOONA,F,197469.0,10.0,0.0,4.0,0.0567,0.736,0.81,5.28e-05,0.0974,-5.073,0.093,0.833,114.987,47.0
"The Carol 2.0 (ViVi, Choerry, Yves)",LOONA,F,206439.0,7.0,1.0,4.0,0.195,0.516,0.785,0.0,0.0602,-3.406,0.0464,0.582,144.978,39.0
new,LOONA,F,184527.0,5.0,1.0,4.0,0.0665,0.65,0.622,0.0,0.193,-6.59,0.0416,0.355,107.979,54.0
D-1,LOONA,F,199388.0,9.0,0.0,4.0,0.39,0.647,0.779,0.0,0.542,-4.58,0.0978,0.385,85.046,47.0
Love Cherry Motion,LOONA,F,221848.0,5.0,0.0,4.0,0.0198,0.696,0.863,0.0,0.114,-3.805,0.0307,0.769,136.993,55.0
Puzzle,LOONA,F,220043.0,9.0,0.0,4.0,0.07,0.723,0.711,0.0,0.088,-5.369,0.076,0.706,99.991,45.0
Singing in the Rain,LOONA,F,211661.0,7.0,1.0,4.0,0.00906,0.566,0.762,1.35e-05,0.102,-6.638,0.0813,0.528,137.996,55.0
Love Letter,LOONA,F,188900.0,5.0,0.0,4.0,0.257,0.623,0.652,0.0,0.125,-5.4,0.0377,0.172,110.981,49.0
Eclipse,LOONA,F,231237.0,6.0,0.0,4.0,0.394,0.538,0.782,0.0,0.122,-4.299,0.101,0.447,97.513,57.0
Twilight,LOONA,F,186722.0,11.0,0.0,4.0,0.555,0.674,0.825,0.0,0.101,-2.996,0.0614,0.566,91.995,48.0
Everyday I Love You,LOONA,F,208160.0,11.0,0.0,4.0,0.0395,0.706,0.754,0.0,0.217,-4.829,0.0435,0.679,119.961,50.0
Everyday I Need You,LOONA,F,187624.0,2.0,1.0,4.0,0.361,0.71,0.567,0.0,0.0922,-6.086,0.0266,0.554,97.041,44.0
키스는 다음에,LOONA,F,199754.0,11.0,1.0,4.0,0.177,0.378,0.766,0.0,0.0733,-4.11,0.0924,0.632,207.642,49.0
My Sunday,LOONA,F,182714.0,8.0,1.0,4.0,0.257,0.389,0.785,0.0,0.141,-3.994,0.125,0.609,95.011,43.0
My Melody,LOONA,F,182920.0,8.0,1.0,4.0,0.197,0.665,0.869,0.0,0.171,-3.336,0.0423,0.683,97.96,42.0
The Carol,LOONA,F,206433.0,7.0,1.0,4.0,0.314,0.462,0.819,0.0,0.0756,-2.717,0.0444,0.535,145.061,43.0
"소년, 소녀",LOONA,F,187649.0,4.0,0.0,4.0,0.391,0.602,0.579,0.0,0.0945,-4.657,0.0306,0.216,116.019,49.0
I'll Be There,LOONA,F,188558.0,5.0,0.0,4.0,0.259,0.592,0.799,0.0,0.081,-3.995,0.114,0.729,112.176,46.0
다녀가요,LOONA,F,209110.0,6.0,1.0,4.0,0.802,0.548,0.644,0.0,0.0932,-4.422,0.0357,0.258,139.951,50.0
ViViD,LOONA,F,201537.0,4.0,0.0,4.0,0.261,0.71,0.878,0.0,0.465,-3.67,0.151,0.747,105.966,51.0
ViViD Acoustic Mix Version,LOONA,F,216273.0,9.0,0.0,4.0,0.713,0.731,0.53,0.0,0.313,-5.109,0.072,0.726,97.904,40.0
Deep in love,DAY6,M,227144.0,7.0,1.0,4.0,0.0014,0.661,0.816,0.0,0.0707,-2.475,0.0348,0.397,110.032,19.0
Sweet Chaos,DAY6,M,227240.0,11.0,0.0,4.0,0.00502,0.335,0.937,0.0,0.51,-1.895,0.0737,0.529,199.692,36.0
EMERGENCY,DAY6,M,197960.0,9.0,1.0,4.0,0.0352,0.774,0.957,0.0,0.0509,-2.628,0.112,0.923,144.011,13.0
Rescue Me,DAY6,M,201555.0,0.0,1.0,4.0,0.0003,0.479,0.962,7.33e-05,0.24,-2.197,0.0405,0.507,99.998,10.0
365247,DAY6,M,173419.0,9.0,0.0,4.0,0.0172,0.734,0.894,0.000143,0.195,-3.35,0.0619,0.76,110.047,19.0
About Now,DAY6,M,179229.0,0.0,1.0,4.0,0.321,0.812,0.545,0.0,0.136,-8.165,0.141,0.742,127.994,9.0
OUCH,DAY6,M,197442.0,1.0,1.0,4.0,0.143,0.672,0.763,4.42e-06,0.0985,-3.368,0.0481,0.581,172.042,12.0
Not Fine,DAY6,M,215790.0,2.0,1.0,4.0,0.0327,0.498,0.692,0.0,0.369,-2.953,0.0405,0.465,182.053,22.0
Stop Talking,DAY6,M,226818.0,5.0,0.0,4.0,0.0189,0.647,0.766,0.0,0.0423,-3.312,0.37,0.741,170.065,11.0
Not Mine,DAY6,M,195684.0,1.0,0.0,4.0,0.0998,0.603,0.595,0.0,0.0573,-2.727,0.0349,0.645,85.01,20.0
Like a flowing wind,DAY6,M,202750.0,10.0,1.0,4.0,0.0867,0.489,0.698,0.0,0.323,-3.976,0.0264,0.231,159.971,23.0
Deep in love,DAY6,M,227144.0,7.0,1.0,4.0,0.0014,0.661,0.816,0.0,0.0707,-2.475,0.0348,0.397,110.032,53.0
Sweet Chaos,DAY6,M,227240.0,11.0,0.0,4.0,0.00502,0.335,0.937,0.0,0.51,-1.895,0.0737,0.529,199.692,65.0
EMERGENCY,DAY6,M,197960.0,9.0,1.0,4.0,0.0352,0.774,0.957,0.0,0.0509,-2.628,0.112,0.923,144.011,50.0
